,n_placement,n_step,placed_dev,reward,HPWL,congestion,action,legalized_action
149,37,1,XM1_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1611.0, 3086.0, 180)"
150,37,2,XM4_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1265.0, 3086.0, 180)"
151,37,3,XM2_x3_x1_x1,-2661.0,2661.0,0.0,"(869, 3086, 180)","(869.0, 3086.0, 180)"
152,38,0,XM1_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1957.0, 3086.0, 180)"
153,38,1,XM4_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1611.0, 3086.0, 180)"
154,38,2,XM2_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1215.0, 3086.0, 180)"
155,38,3,XM3_x3_x1_x1,-4345.0,4345.0,0.0,"(869, 3086, 180)","(869.0, 3086.0, 180)"
156,39,0,XM3_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1907.0, 3086.0, 180)"
157,39,1,XM2_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1561.0, 3086.0, 180)"
158,39,2,XM1_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1215.0, 3086.0, 180)"
159,39,3,XM4_x3_x1_x1,-4045.0,4045.0,0.0,"(869, 3086, 180)","(869.0, 3086.0, 180)"
160,40,0,XM4_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1857.0, 3086.0, 180)"
161,40,1,XM1_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1511.0, 3086.0, 180)"
162,40,2,XM3_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1215.0, 3086.0, 180)"
163,40,3,XM2_x3_x1_x1,-3845.0,3845.0,0.0,"(869, 3086, 180)","(869.0, 3086.0, 180)"
164,41,0,XM3_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1907.0, 3086.0, 180)"
165,41,1,XM4_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1561.0, 3086.0, 180)"
166,41,2,XM1_x3_x1_x1,0.0,0.0,0.0,"(869, 3086, 180)","(1215.0, 3086.0, 180)"
