,n_placement,n_step,placed_dev,reward,HPWL,congestion,action,legalized_action
1699,566,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1508, 1280, 180)","(1508.0, 1280.0, 180)"
1700,566,2,XDP_XM1_XM2,-5726.612908784793,5496.0,53182.3136981834,"(1076, 753, 90)","(1076.0, 753.0, 90)"
1701,567,0,XDP_XM1_XM2,0.0,0.0,0.0,"(493, 85, 270)","(493.0, 85.0, 270)"
1702,567,1,XDL_XM3_XM4,0.0,0.0,0.0,"(823, 262, 180)","(823.0, 262.0, 180)"
1703,567,2,XM5,-5743.761029759435,5374.0,136723.2191287579,"(912, 1320, 90)","(912.0, 1320.0, 90)"
1704,568,0,XM5,0.0,0.0,0.0,"(684, 589, 180)","(684.0, 589.0, 180)"
1705,568,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1386, 1372, 180)","(1386.0, 1372.0, 180)"
1706,568,2,XDP_XM1_XM2,-7193.921566980284,6902.0,85218.20126822469,"(102, 1464, 90)","(102.0, 1464.0, 90)"
1707,569,0,XM5,0.0,0.0,0.0,"(1140, 920, 180)","(1140.0, 920.0, 180)"
1708,569,1,XDL_XM3_XM4,0.0,0.0,0.0,"(348, 275, 180)","(284.5, 275.0, 180)"
1709,569,2,XDP_XM1_XM2,-4249.633121690623,4074.0,30846.99343479311,"(645, 151, 180)","(645.0, 151.0, 180)"
1710,570,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1237, 587, 90)","(1237.0, 587.0, 90)"
1711,570,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1385, 240, 0)","(1524.5, 240.0, 0)"
1712,570,2,XM5,-3408.3758035143064,3274.0,18056.85657011554,"(933, 1017, 90)","(933.0, 1017.0, 90)"
1713,571,0,XDP_XM1_XM2,0.0,0.0,0.0,"(801, 1459, 180)","(801.0, 1459.0, 180)"
1714,571,1,XDL_XM3_XM4,0.0,0.0,0.0,"(490, 973, 90)","(490.0, 673.0, 90)"
1715,571,2,XM5,-4626.338414990074,4368.0,66738.73665958356,"(686, 1019, 90)","(686.0, 1019.0, 90)"
1716,572,0,XDP_XM1_XM2,0.0,0.0,0.0,"(276, 1332, 180)","(276.0, 1332.0, 180)"
1717,572,1,XM5,0.0,0.0,0.0,"(3, 1364, 180)","(-134.5, 1364.0, 180)"
1718,572,2,XDL_XM3_XM4,-4362.216506534682,4184.0,31761.123201426388,"(880, 799, 270)","(880.0, 799.0, 270)"
1719,573,0,XDP_XM1_XM2,0.0,0.0,0.0,"(69, 264, 90)","(-0.5, 264.0, 90)"
1720,573,1,XM5,0.0,0.0,0.0,"(1120, 891, 0)","(1120.0, 891.0, 0)"
1721,573,2,XDL_XM3_XM4,-5504.631148967907,5255.0,62315.71053503737,"(287, 84, 180)","(287.0, 84.0, 180)"
1722,574,0,XM5,0.0,0.0,0.0,"(6, 1296, 90)","(6.0, 1296.0, 90)"
1723,574,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1057, 294, 180)","(1057.0, 294.0, 180)"
1724,574,2,XDP_XM1_XM2,-6387.107910609249,6106.0,79021.65740709756,"(388, 1465, 180)","(388.0, 1465.0, 180)"
1725,575,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1220, 1287, 90)","(1220.0, 1287.0, 90)"
