,n_placement,n_step,placed_dev,reward,HPWL,congestion,action,legalized_action
117,23,2,XC1_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 1326.0, 180)"
118,23,3,x1_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 1840.0, 180)"
119,23,4,x3_x1_x1,-20163.02803471706,19318.5,713227.6014230608,"(1122, 2753, 180)","(1122.0, 2753.0, 180)"
120,24,0,XC2_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(2107.0, 915.5, 180)"
121,24,1,x1_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(2312.0, 1429.5, 180)"
122,24,2,x2_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 1134.0, 180)"
123,24,3,XC1_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 1943.5, 180)"
124,24,4,x3_x1_x1,-20909.301002972268,19981.5,860814.7011163483,"(1122, 2753, 180)","(1122.0, 2753.0, 180)"
125,25,0,x1_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(2312.0, 869.5, 180)"
126,25,1,x2_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 574.0, 180)"
127,25,2,XC1_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 1383.5, 180)"
128,25,3,XC2_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 1943.5, 180)"
129,25,4,x3_x1_x1,-21284.28250650353,20467.0,667950.6954366922,"(1122, 2753, 180)","(1122.0, 2753.0, 180)"
130,26,0,XC1_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(2107.0, 1725.0, 180)"
131,26,1,x1_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(2312.0, 2239.0, 180)"
132,26,2,x3_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 735.0, 180)"
133,26,3,x2_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 1943.5, 180)"
134,26,4,XC2_x1_x1,-20364.900710932572,19511.0,729146.4241311512,"(1122, 2753, 180)","(1122.0, 2753.0, 180)"
135,27,0,x1_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(2312.0, 1679.0, 180)"
136,27,1,x2_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 175.0, 180)"
137,27,2,x3_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 1383.5, 180)"
138,27,3,XC2_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 2193.0, 180)"
139,27,4,XC1_x1_x1,-22082.961981952067,21220.5,743840.6703126841,"(1122, 2753, 180)","(1122.0, 2753.0, 180)"
140,28,0,XC2_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(2107.0, 766.0, 180)"
141,28,1,XC1_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(2107.0, 1326.0, 180)"
142,28,2,x3_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 956.5, 180)"
143,28,3,x1_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 1840.0, 180)"
144,28,4,x2_x1_x1,-18087.131749120934,17367.0,518589.73609197384,"(1122, 2753, 180)","(1122.0, 2753.0, 180)"
145,29,0,XC1_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(2107.0, 1725.0, 180)"
146,29,1,x1_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(2312.0, 2239.0, 180)"
147,29,2,x2_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 735.0, 180)"
148,29,3,x3_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 1943.5, 180)"
149,29,4,XC2_x1_x1,-19863.41768742146,19086.0,604378.260715732,"(1122, 2753, 180)","(1122.0, 2753.0, 180)"
150,30,0,x1_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(2312.0, 1679.0, 180)"
151,30,1,XC1_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(2107.0, 2193.0, 180)"
