,n_placement,n_step,placed_dev,reward,HPWL,congestion,action,legalized_action
180,60,0,x3_x1,0.0,0.0,0.0,"(5931, 1449, 270)","(4822.0, 2945.0, 270)"
181,60,1,x2_x1,0.0,0.0,0.0,"(5931, 1449, 270)","(5931.0, 3194.0, 270)"
182,60,2,x1_x1,-26194.722514156263,25300.5,799633.9048239467,"(5931, 1449, 270)","(5931.0, 1449.0, 270)"
183,61,0,x3_x1,0.0,0.0,0.0,"(5931, 1449, 270)","(4822.0, 1449.0, 270)"
184,61,1,x1_x1,0.0,0.0,0.0,"(5931, 1449, 270)","(5931.0, -296.0, 270)"
185,61,2,x2_x1,-26251.460055947,25354.5,804537.3419644436,"(5931, 1449, 270)","(5931.0, 1449.0, 270)"
186,62,0,x2_x1,0.0,0.0,0.0,"(5931, 1449, 270)","(7040.0, 3194.0, 270)"
187,62,1,x3_x1,0.0,0.0,0.0,"(5931, 1449, 270)","(5931.0, 2945.0, 270)"
188,62,2,x1_x1,-27175.50821780863,26152.5,1046545.8137039939,"(5931, 1449, 270)","(5931.0, 1449.0, 270)"
189,63,0,x3_x1,0.0,0.0,0.0,"(5931, 1449, 270)","(4822.0, 1449.0, 270)"
190,63,1,x1_x1,0.0,0.0,0.0,"(5931, 1449, 270)","(5931.0, -296.0, 270)"
191,63,2,x2_x1,-26251.460055947,25354.5,804537.3419644436,"(5931, 1449, 270)","(5931.0, 1449.0, 270)"
192,64,0,x2_x1,0.0,0.0,0.0,"(5931, 1449, 270)","(7040.0, 1698.0, 270)"
193,64,1,x1_x1,0.0,0.0,0.0,"(5931, 1449, 270)","(5931.0, -47.0, 270)"
194,64,2,x3_x1,-27175.50821780863,26152.5,1046545.8137039939,"(5931, 1449, 270)","(5931.0, 1449.0, 270)"
195,65,0,x2_x1,0.0,0.0,0.0,"(5931, 1449, 270)","(7040.0, 3194.0, 270)"
196,65,1,x3_x1,0.0,0.0,0.0,"(5931, 1449, 270)","(5931.0, 2945.0, 270)"
197,65,2,x1_x1,-27175.50821780863,26152.5,1046545.8137039939,"(5931, 1449, 270)","(5931.0, 1449.0, 270)"
198,66,0,x2_x1,0.0,0.0,0.0,"(5931, 1449, 270)","(7040.0, 1698.0, 270)"
199,66,1,x1_x1,0.0,0.0,0.0,"(5931, 1449, 270)","(5931.0, -47.0, 270)"
200,66,2,x3_x1,-27175.50821780863,26152.5,1046545.8137039939,"(5931, 1449, 270)","(5931.0, 1449.0, 270)"
201,67,0,x1_x1,0.0,0.0,0.0,"(5931, 1449, 270)","(5931.0, -296.0, 270)"
202,67,1,x3_x1,0.0,0.0,0.0,"(5931, 1449, 270)","(4822.0, 1449.0, 270)"
203,67,2,x2_x1,-26251.460055947,25354.5,804537.3419644436,"(5931, 1449, 270)","(5931.0, 1449.0, 270)"
204,68,0,x1_x1,0.0,0.0,0.0,"(5931, 1449, 270)","(5931.0, -296.0, 270)"
205,68,1,x2_x1,0.0,0.0,0.0,"(5931, 1449, 270)","(7040.0, 1449.0, 270)"
206,68,2,x3_x1,-27231.80902593269,26206.5,1051258.5986590413,"(5931, 1449, 270)","(5931.0, 1449.0, 270)"
207,69,0,x3_x1,0.0,0.0,0.0,"(5931, 1449, 270)","(4822.0, 2945.0, 270)"
208,69,1,x2_x1,0.0,0.0,0.0,"(5931, 1449, 270)","(5931.0, 3194.0, 270)"
209,69,2,x1_x1,-26194.722514156263,25300.5,799633.9048239467,"(5931, 1449, 270)","(5931.0, 1449.0, 270)"
210,70,0,x3_x1,0.0,0.0,0.0,"(5931, 1449, 270)","(4822.0, 1449.0, 270)"
211,70,1,x1_x1,0.0,0.0,0.0,"(5931, 1449, 270)","(5931.0, -296.0, 270)"
212,70,2,x2_x1,-26251.460055947,25354.5,804537.3419644436,"(5931, 1449, 270)","(5931.0, 1449.0, 270)"
213,71,0,x3_x1,0.0,0.0,0.0,"(5931, 1449, 270)","(4822.0, 2945.0, 270)"
214,71,1,x2_x1,0.0,0.0,0.0,"(5931, 1449, 270)","(5931.0, 3194.0, 270)"
215,71,2,x1_x1,-26194.722514156263,25300.5,799633.9048239467,"(5931, 1449, 270)","(5931.0, 1449.0, 270)"
216,72,0,x1_x1,0.0,0.0,0.0,"(5931, 1449, 270)","(5931.0, -296.0, 270)"
217,72,1,x2_x1,0.0,0.0,0.0,"(5931, 1449, 270)","(7040.0, 1449.0, 270)"
218,72,2,x3_x1,-27231.80902593269,26206.5,1051258.5986590413,"(5931, 1449, 270)","(5931.0, 1449.0, 270)"
219,73,0,x3_x1,0.0,0.0,0.0,"(5931, 1449, 270)","(4822.0, 1449.0, 270)"
220,73,1,x1_x1,0.0,0.0,0.0,"(5931, 1449, 270)","(5931.0, -296.0, 270)"
221,73,2,x2_x1,-26251.460055947,25354.5,804537.3419644436,"(5931, 1449, 270)","(5931.0, 1449.0, 270)"
222,74,0,x3_x1,0.0,0.0,0.0,"(5931, 1449, 270)","(4822.0, 2945.0, 270)"
