,n_placement,n_step,placed_dev,reward,HPWL,congestion,action,legalized_action
675,225,0,XDP_XM1_XM2,0.0,0.0,0.0,"(809, 1322, 180)","(809.0, 1484.5, 180)"
676,225,1,XM5,0.0,0.0,0.0,"(623, 1147, 90)","(623.0, 1147.0, 90)"
677,225,2,XDL_XM3_XM4,-5977.876509882298,5716.0,68579.30642813338,"(1363, 366, 270)","(1363.0, 366.0, 270)"
678,226,0,XM5,0.0,0.0,0.0,"(708, 1030, 270)","(708.0, 1030.0, 270)"
679,226,1,XDP_XM1_XM2,0.0,0.0,0.0,"(1132, 511, 180)","(1132.0, 511.0, 180)"
680,226,2,XDL_XM3_XM4,-3587.406524225448,3442.0,21143.0572873257,"(951, 351, 180)","(771.5, 351.0, 180)"
681,227,0,XM5,0.0,0.0,0.0,"(663, 23, 90)","(594.0, 23.0, 90)"
682,227,1,XDP_XM1_XM2,0.0,0.0,0.0,"(1192, 148, 270)","(1192.0, -177.5, 270)"
683,227,2,XDL_XM3_XM4,-3997.6999632708685,3785.0,45241.27437542879,"(1102, 183, 270)","(1102.0, 183.0, 270)"
684,228,0,XM5,0.0,0.0,0.0,"(737, 497, 0)","(737.0, 497.0, 0)"
685,228,1,XDP_XM1_XM2,0.0,0.0,0.0,"(1065, 1316, 270)","(1065.0, 1316.0, 270)"
686,228,2,XDL_XM3_XM4,-7919.440517761601,7487.0,187004.80140192158,"(136, 220, 0)","(136.0, 220.0, 0)"
687,229,0,XDP_XM1_XM2,0.0,0.0,0.0,"(828, 373, 90)","(828.0, 373.0, 90)"
688,229,1,XDL_XM3_XM4,0.0,0.0,0.0,"(422, 814, 180)","(422.0, 814.0, 180)"
689,229,2,XM5,-5629.61200243457,5391.0,56935.68770583518,"(1377, 1261, 180)","(1377.0, 1261.0, 180)"
690,230,0,XDP_XM1_XM2,0.0,0.0,0.0,"(940, 397, 270)","(940.0, 277.5, 270)"
691,230,1,XM5,0.0,0.0,0.0,"(207, 775, 0)","(207.0, 775.0, 0)"
692,230,2,XDL_XM3_XM4,-5042.279302306927,4706.0,113083.76916003357,"(824, 638, 90)","(824.0, 638.0, 90)"
693,231,0,XDL_XM3_XM4,0.0,0.0,0.0,"(739, 469, 0)","(739.0, 469.0, 0)"
694,231,1,XM5,0.0,0.0,0.0,"(264, 972, 270)","(264.0, 972.0, 270)"
695,231,2,XDP_XM1_XM2,-6507.92422922309,6140.0,135368.2384494047,"(1473, 1134, 0)","(1473.0, 1134.0, 0)"
696,232,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1348, 118, 0)","(1348.0, 118.0, 0)"
697,232,1,XM5,0.0,0.0,0.0,"(429, 419, 180)","(429.0, 419.0, 180)"
698,232,2,XDP_XM1_XM2,-5539.984399425816,5265.0,75616.41992757689,"(1172, 999, 270)","(1172.0, 999.0, 270)"
699,233,0,XDP_XM1_XM2,0.0,0.0,0.0,"(311, 205, 270)","(311.0, 205.0, 270)"
700,233,1,XDL_XM3_XM4,0.0,0.0,0.0,"(179, 1065, 270)","(179.0, 1065.0, 270)"
701,233,2,XM5,-4622.194675115356,4481.0,19935.936280931048,"(1146, 20, 180)","(1146.0, 20.0, 180)"
702,234,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1184, 275, 270)","(1184.0, 275.0, 270)"
703,234,1,XM5,0.0,0.0,0.0,"(260, 651, 0)","(260.0, 651.0, 0)"
704,234,2,XDP_XM1_XM2,-4303.696090309871,4126.0,31575.900511413725,"(272, 36, 180)","(272.0, 36.0, 180)"
705,235,0,XM5,0.0,0.0,0.0,"(240, 53, 0)","(240.0, 53.0, 0)"
706,235,1,XDL_XM3_XM4,0.0,0.0,0.0,"(762, 868, 0)","(762.0, 868.0, 0)"
707,235,2,XDP_XM1_XM2,-6464.6921110922,6107.0,127943.64633759511,"(815, 1000, 180)","(1122.5, 1000.0, 180)"
708,236,0,XM5,0.0,0.0,0.0,"(985, 921, 270)","(985.0, 1283.5, 270)"
709,236,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1144, 438, 180)","(1144.0, 438.0, 180)"
710,236,2,XDP_XM1_XM2,-2935.220446703694,2784.0,22867.623501264716,"(1000, 861, 180)","(1000.0, 946.0, 180)"
711,237,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1424, 143, 180)","(1424.0, -126.0, 180)"
712,237,1,XM5,0.0,0.0,0.0,"(1348, 153, 0)","(1348.0, 153.0, 0)"
713,237,2,XDL_XM3_XM4,-5889.0271372246425,5630.0,67095.05781879391,"(275, 900, 270)","(275.0, 900.0, 270)"
714,238,0,XM5,0.0,0.0,0.0,"(970, 1240, 90)","(970.0, 1318.5, 90)"
715,238,1,XDP_XM1_XM2,0.0,0.0,0.0,"(1018, 908, 270)","(1018.0, 908.0, 270)"
716,238,2,XDL_XM3_XM4,-3654.4400398848907,3447.0,43031.37014744507,"(1180, 682, 180)","(1305.5, 682.0, 180)"
717,239,0,XDP_XM1_XM2,0.0,0.0,0.0,"(349, 1171, 180)","(349.0, 1171.0, 180)"
718,239,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1250, 1366, 180)","(1250.0, 1366.0, 180)"
719,239,2,XM5,-5497.900703949943,5298.0,39960.29143968276,"(636, 389, 0)","(636.0, 389.0, 0)"
720,240,0,XM5,0.0,0.0,0.0,"(398, 1101, 270)","(398.0, 1101.0, 270)"
721,240,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1110, 755, 90)","(1110.0, 755.0, 90)"
722,240,2,XDP_XM1_XM2,-5788.2506997926785,5425.0,131951.07089987062,"(1530, 715, 0)","(1691.0, 715.0, 0)"
723,241,0,XDL_XM3_XM4,0.0,0.0,0.0,"(496, 894, 270)","(496.0, 894.0, 270)"
724,241,1,XDP_XM1_XM2,0.0,0.0,0.0,"(614, 1199, 180)","(614.0, 1199.0, 180)"
725,241,2,XM5,-3960.517475331195,3740.0,48627.95692644422,"(436, 743, 270)","(436.0, 548.0, 270)"
726,242,0,XDP_XM1_XM2,0.0,0.0,0.0,"(708, 238, 0)","(708.0, 238.0, 0)"
727,242,1,XM5,0.0,0.0,0.0,"(609, 539, 0)","(609.0, 539.0, 0)"
728,242,2,XDL_XM3_XM4,-3748.967342018591,3523.0,51061.23965894694,"(1076, 655, 180)","(1076.0, 655.0, 180)"
729,243,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1253, 1216, 180)","(1253.0, 1216.0, 180)"
730,243,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1202, 1, 0)","(1104.0, 1.0, 0)"
731,243,2,XM5,-6582.672672573503,6342.0,57923.33532367273,"(1450, 120, 0)","(1450.0, 120.0, 0)"
732,244,0,XDP_XM1_XM2,0.0,0.0,0.0,"(103, 1089, 270)","(-124.5, 1089.0, 270)"
733,244,1,XM5,0.0,0.0,0.0,"(704, 837, 270)","(704.0, 837.0, 270)"
734,244,2,XDL_XM3_XM4,-4261.731435931735,4060.0,40695.57224307991,"(163, 1368, 180)","(163.0, 1368.0, 180)"
735,245,0,XDP_XM1_XM2,0.0,0.0,0.0,"(324, 9, 90)","(324.0, 9.0, 90)"
736,245,1,XDL_XM3_XM4,0.0,0.0,0.0,"(664, 196, 0)","(664.0, 196.0, 0)"
737,245,2,XM5,-5116.765605196891,4823.0,86298.2307966952,"(993, 665, 180)","(1010.0, 665.0, 180)"
738,246,0,XM5,0.0,0.0,0.0,"(1114, 519, 0)","(1114.0, 519.0, 0)"
739,246,1,XDP_XM1_XM2,0.0,0.0,0.0,"(558, 624, 270)","(558.0, 624.0, 270)"
740,246,2,XDL_XM3_XM4,-3142.498670188361,3021.0,14761.926857540102,"(410, 467, 270)","(410.0, 263.5, 270)"
741,247,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1484, 278, 0)","(1484.0, 278.0, 0)"
742,247,1,XDP_XM1_XM2,0.0,0.0,0.0,"(155, 1185, 270)","(155.0, 1185.0, 270)"
743,247,2,XM5,-7694.240709150239,7283.0,169118.9208623914,"(810, 673, 270)","(810.0, 673.0, 270)"
744,248,0,XDL_XM3_XM4,0.0,0.0,0.0,"(944, 909, 0)","(959.5, 909.0, 0)"
745,248,1,XDP_XM1_XM2,0.0,0.0,0.0,"(599, 620, 180)","(599.0, 620.0, 180)"
746,248,2,XM5,-3604.2235202321517,3410.0,37722.775811368985,"(234, 1083, 270)","(234.0, 1083.0, 270)"
747,249,0,XM5,0.0,0.0,0.0,"(1132, 370, 270)","(1171.5, 370.0, 270)"
748,249,1,XDL_XM3_XM4,0.0,0.0,0.0,"(884, 234, 180)","(884.0, 234.0, 180)"
749,249,2,XDP_XM1_XM2,-3515.905641385531,3356.0,25569.814146918034,"(850, 350, 90)","(596.5, 350.0, 90)"
750,250,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1430, 516, 90)","(1430.0, 516.0, 90)"
751,250,1,XM5,0.0,0.0,0.0,"(662, 221, 180)","(662.0, 221.0, 180)"
752,250,2,XDP_XM1_XM2,-4683.512360007578,4441.0,58812.24475644476,"(1495, 990, 0)","(1495.0, 990.0, 0)"
753,251,0,XM5,0.0,0.0,0.0,"(1517, 1206, 180)","(1517.0, 1206.0, 180)"
754,251,1,XDP_XM1_XM2,0.0,0.0,0.0,"(401, 847, 90)","(401.0, 847.0, 90)"
755,251,2,XDL_XM3_XM4,-5525.736573099211,5267.0,66944.61425912334,"(72, 860, 0)","(72.0, 860.0, 0)"
756,252,0,XDL_XM3_XM4,0.0,0.0,0.0,"(127, 1399, 90)","(127.0, 1399.0, 90)"
757,252,1,XM5,0.0,0.0,0.0,"(692, 1365, 270)","(692.0, 1365.0, 270)"
758,252,2,XDP_XM1_XM2,-4201.658573715871,4010.0,36733.00887880211,"(1121, 1468, 90)","(1121.0, 1468.0, 90)"
759,253,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1085, 1460, 0)","(1085.0, 1460.0, 0)"
760,253,1,XDP_XM1_XM2,0.0,0.0,0.0,"(1255, 1249, 180)","(1445.5, 1249.0, 180)"
761,253,2,XM5,-6117.039906812156,5814.0,91833.18512072037,"(201, 790, 90)","(201.0, 790.0, 90)"
762,254,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1207, 733, 180)","(1266.5, 733.0, 180)"
763,254,1,XDP_XM1_XM2,0.0,0.0,0.0,"(906, 1058, 0)","(906.0, 1058.0, 0)"
764,254,2,XM5,-4135.156321607677,3921.0,45862.930084530446,"(396, 560, 270)","(396.0, 560.0, 270)"
765,255,0,XDP_XM1_XM2,0.0,0.0,0.0,"(804, 790, 0)","(804.0, 790.0, 0)"
766,255,1,XM5,0.0,0.0,0.0,"(1422, 1205, 180)","(1422.0, 1205.0, 180)"
767,255,2,XDL_XM3_XM4,-6211.686233972233,5935.0,76555.27206973727,"(159, 1490, 180)","(159.0, 1490.0, 180)"
768,256,0,XDL_XM3_XM4,0.0,0.0,0.0,"(792, 67, 270)","(792.0, 67.0, 270)"
769,256,1,XM5,0.0,0.0,0.0,"(1214, 830, 90)","(1214.0, 830.0, 90)"
770,256,2,XDP_XM1_XM2,-7145.278235986005,6785.0,129800.40732518712,"(277, 1314, 270)","(277.0, 1314.0, 270)"
771,257,0,XDL_XM3_XM4,0.0,0.0,0.0,"(121, 1042, 180)","(121.0, 1042.0, 180)"
772,257,1,XM5,0.0,0.0,0.0,"(500, 677, 180)","(500.0, 677.0, 180)"
773,257,2,XDP_XM1_XM2,-8492.287431913534,8026.0,217423.96916051782,"(1433, 66, 90)","(1433.0, 66.0, 90)"
774,258,0,XDL_XM3_XM4,0.0,0.0,0.0,"(150, 266, 180)","(150.0, 266.0, 180)"
775,258,1,XM5,0.0,0.0,0.0,"(110, 1411, 180)","(110.0, 1411.0, 180)"
776,258,2,XDP_XM1_XM2,-9411.480346761035,9050.0,130668.04109447789,"(1554, 1094, 270)","(1554.0, 1094.0, 270)"
777,259,0,XM5,0.0,0.0,0.0,"(350, 880, 0)","(350.0, 880.0, 0)"
778,259,1,XDL_XM3_XM4,0.0,0.0,0.0,"(76, 830, 180)","(4.0, 830.0, 180)"
779,259,2,XDP_XM1_XM2,-4341.392106804607,4105.0,55881.22815952049,"(803, 947, 180)","(803.0, 947.0, 180)"
780,260,0,XDP_XM1_XM2,0.0,0.0,0.0,"(588, 169, 90)","(588.0, 169.0, 90)"
781,260,1,XM5,0.0,0.0,0.0,"(1352, 881, 180)","(1352.0, 881.0, 180)"
782,260,2,XDL_XM3_XM4,-7737.501874877991,7325.0,170157.79677785785,"(1000, 1502, 270)","(1000.0, 1502.0, 270)"
783,261,0,XM5,0.0,0.0,0.0,"(1531, 175, 180)","(1531.0, 175.0, 180)"
784,261,1,XDP_XM1_XM2,0.0,0.0,0.0,"(485, 411, 90)","(322.5, 411.0, 90)"
785,261,2,XDL_XM3_XM4,-5750.024534990002,5440.0,96115.21229576724,"(610, 41, 180)","(610.0, 41.0, 180)"
786,262,0,XDL_XM3_XM4,0.0,0.0,0.0,"(413, 1289, 180)","(413.0, 1289.0, 180)"
787,262,1,XM5,0.0,0.0,0.0,"(857, 1501, 0)","(857.0, 1501.0, 0)"
788,262,2,XDP_XM1_XM2,-4181.18075195567,3919.0,68738.74669604049,"(293, 1131, 90)","(125.5, 1131.0, 90)"
789,263,0,XDL_XM3_XM4,0.0,0.0,0.0,"(155, 1009, 180)","(155.0, 1009.0, 180)"
790,263,1,XDP_XM1_XM2,0.0,0.0,0.0,"(527, 174, 90)","(527.0, 174.0, 90)"
791,263,2,XM5,-4685.187513535665,4437.0,61597.04187501609,"(573, 728, 180)","(573.0, 728.0, 180)"
792,264,0,XDL_XM3_XM4,0.0,0.0,0.0,"(145, 250, 180)","(145.0, 250.0, 180)"
793,264,1,XDP_XM1_XM2,0.0,0.0,0.0,"(856, 1520, 180)","(856.0, 1520.0, 180)"
794,264,2,XM5,-8143.4169889596615,7846.0,88456.86532183115,"(1185, 247, 180)","(1185.0, 247.0, 180)"
795,265,0,XM5,0.0,0.0,0.0,"(232, 1347, 180)","(232.0, 1347.0, 180)"
796,265,1,XDP_XM1_XM2,0.0,0.0,0.0,"(868, 731, 0)","(868.0, 627.5, 0)"
797,265,2,XDL_XM3_XM4,-4873.694093359908,4630.0,59386.81113850747,"(892, 915, 270)","(892.0, 915.0, 270)"
798,266,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1302, 596, 180)","(1302.0, 596.0, 180)"
799,266,1,XM5,0.0,0.0,0.0,"(583, 444, 180)","(583.0, 444.0, 180)"
800,266,2,XDP_XM1_XM2,-6640.284312475683,6299.0,116474.98194199937,"(1139, 1455, 180)","(1139.0, 1455.0, 180)"
801,267,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1016, 1536, 180)","(1016.0, 1635.0, 180)"
802,267,1,XM5,0.0,0.0,0.0,"(846, 487, 270)","(846.0, 487.0, 270)"
803,267,2,XDP_XM1_XM2,-4038.9729587554643,3874.0,27216.0771205321,"(830, 1127, 180)","(830.0, 1127.0, 180)"
804,268,0,XM5,0.0,0.0,0.0,"(498, 478, 270)","(498.0, 301.5, 270)"
805,268,1,XDL_XM3_XM4,0.0,0.0,0.0,"(103, 1369, 0)","(103.0, 1369.0, 0)"
806,268,2,XDP_XM1_XM2,-4445.38591009585,4241.0,41773.60024570891,"(533, 639, 180)","(533.0, 639.0, 180)"
807,269,0,XM5,0.0,0.0,0.0,"(490, 202, 90)","(490.0, 195.5, 90)"
808,269,1,XDP_XM1_XM2,0.0,0.0,0.0,"(637, 533, 180)","(637.0, 533.0, 180)"
809,269,2,XDL_XM3_XM4,-4305.774296122239,4171.0,18164.110895244972,"(501, 1438, 180)","(501.0, 1438.0, 180)"
810,270,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1410, 466, 0)","(1410.0, 466.0, 0)"
811,270,1,XDP_XM1_XM2,0.0,0.0,0.0,"(306, 645, 180)","(306.0, 645.0, 180)"
812,270,2,XM5,-4577.876882701457,4397.0,32716.446695796763,"(105, 361, 180)","(105.0, 361.0, 180)"
813,271,0,XDL_XM3_XM4,0.0,0.0,0.0,"(492, 537, 180)","(492.0, 537.0, 180)"
814,271,1,XM5,0.0,0.0,0.0,"(1498, 405, 0)","(1498.0, 405.0, 0)"
815,271,2,XDP_XM1_XM2,-6593.506396729895,6332.0,68385.5955306533,"(570, 1301, 180)","(570.0, 1301.0, 180)"
816,272,0,XDL_XM3_XM4,0.0,0.0,0.0,"(113, 594, 0)","(113.0, 594.0, 0)"
817,272,1,XM5,0.0,0.0,0.0,"(588, 758, 270)","(588.0, 758.0, 270)"
818,272,2,XDP_XM1_XM2,-6837.193258159463,6459.0,143030.14051727022,"(1463, 380, 0)","(1463.0, 380.0, 0)"
819,273,0,XM5,0.0,0.0,0.0,"(920, 995, 270)","(854.5, 995.0, 270)"
820,273,1,XDP_XM1_XM2,0.0,0.0,0.0,"(1456, 672, 180)","(1456.0, 672.0, 180)"
821,273,2,XDL_XM3_XM4,-4837.528881698732,4522.0,99558.47518605257,"(1142, 1337, 0)","(1142.0, 1337.0, 0)"
822,274,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1284, 584, 270)","(1284.0, 584.0, 270)"
823,274,1,XM5,0.0,0.0,0.0,"(747, 1535, 0)","(747.0, 1535.0, 0)"
824,274,2,XDL_XM3_XM4,-6425.061100852387,6062.0,131813.36295214773,"(552, 907, 180)","(552.0, 907.0, 180)"
825,275,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1523, 1246, 180)","(1523.0, 1246.0, 180)"
826,275,1,XDL_XM3_XM4,0.0,0.0,0.0,"(917, 1497, 180)","(917.0, 1497.0, 180)"
827,275,2,XM5,-4918.269003833091,4675.0,59179.80822594454,"(987, 702, 180)","(987.0, 702.0, 180)"
828,276,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1180, 1139, 0)","(1180.0, 1139.0, 0)"
829,276,1,XDP_XM1_XM2,0.0,0.0,0.0,"(721, 878, 180)","(721.0, 878.0, 180)"
830,276,2,XM5,-4254.8977665632965,4067.0,35305.57067947515,"(1032, 128, 90)","(1032.0, 128.0, 90)"
831,277,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1362, 273, 0)","(1362.0, 273.0, 0)"
832,277,1,XDL_XM3_XM4,0.0,0.0,0.0,"(541, 941, 270)","(541.0, 941.0, 270)"
833,277,2,XM5,-8384.001872566289,7902.0,232325.8051574081,"(475, 1508, 0)","(475.0, 1508.0, 0)"
834,278,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1447, 117, 180)","(1447.0, 117.0, 180)"
835,278,1,XDP_XM1_XM2,0.0,0.0,0.0,"(1371, 1017, 180)","(1371.0, 1017.0, 180)"
836,278,2,XM5,-3952.331867467683,3790.0,26351.635195545336,"(1230, 1121, 270)","(1019.0, 1121.0, 270)"
837,279,0,XDP_XM1_XM2,0.0,0.0,0.0,"(180, 999, 0)","(180.0, 979.0, 0)"
838,279,1,XDL_XM3_XM4,0.0,0.0,0.0,"(445, 1244, 0)","(713.0, 1244.0, 0)"
839,279,2,XM5,-3937.24931110648,3707.0,53014.745265008554,"(367, 1258, 180)","(367.0, 1258.0, 180)"
840,280,0,XDP_XM1_XM2,0.0,0.0,0.0,"(927, 1557, 270)","(927.0, 1557.0, 270)"
841,280,1,XM5,0.0,0.0,0.0,"(889, 1037, 270)","(889.0, 1037.0, 270)"
842,280,2,XDL_XM3_XM4,-5496.010253578747,5216.0,78405.74210923453,"(1362, 252, 0)","(1362.0, 252.0, 0)"
843,281,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1078, 62, 180)","(1078.0, 62.0, 180)"
844,281,1,XM5,0.0,0.0,0.0,"(740, 1153, 0)","(740.0, 1153.0, 0)"
845,281,2,XDP_XM1_XM2,-6165.522731584917,5909.0,65803.91181978726,"(97, 557, 180)","(97.0, 557.0, 180)"
846,282,0,XM5,0.0,0.0,0.0,"(420, 1300, 270)","(420.0, 1300.0, 270)"
847,282,1,XDP_XM1_XM2,0.0,0.0,0.0,"(777, 796, 270)","(1024.5, 796.0, 270)"
848,282,2,XDL_XM3_XM4,-4542.8544756973515,4229.0,98504.63191525955,"(737, 960, 180)","(737.0, 960.0, 180)"
849,283,0,XDL_XM3_XM4,0.0,0.0,0.0,"(429, 493, 90)","(429.0, 493.0, 90)"
850,283,1,XM5,0.0,0.0,0.0,"(736, 1334, 180)","(817.5, 1334.0, 180)"
851,283,2,XDP_XM1_XM2,-3826.6664721596926,3682.0,20928.388167131077,"(407, 1186, 0)","(407.0, 1186.0, 0)"
852,284,0,XDL_XM3_XM4,0.0,0.0,0.0,"(903, 482, 180)","(903.0, 482.0, 180)"
853,284,1,XDP_XM1_XM2,0.0,0.0,0.0,"(64, 295, 180)","(64.0, 295.0, 180)"
854,284,2,XM5,-6231.481538865095,5889.0,117293.60446340324,"(1025, 1043, 0)","(1025.0, 1043.0, 0)"
855,285,0,XDL_XM3_XM4,0.0,0.0,0.0,"(882, 1322, 90)","(882.0, 1322.0, 90)"
856,285,1,XM5,0.0,0.0,0.0,"(1426, 508, 0)","(1426.0, 508.0, 0)"
857,285,2,XDP_XM1_XM2,-6688.264552645704,6431.0,66185.05004799375,"(178, 462, 270)","(178.0, 462.0, 270)"
858,286,0,XDP_XM1_XM2,0.0,0.0,0.0,"(437, 22, 270)","(437.0, 22.0, 270)"
859,286,1,XM5,0.0,0.0,0.0,"(562, 632, 270)","(562.0, 632.0, 270)"
860,286,2,XDL_XM3_XM4,-6960.18302741322,6614.0,119842.68846898236,"(1071, 1501, 180)","(1071.0, 1501.0, 180)"
