,n_placement,n_step,placed_dev,reward,HPWL,congestion,action,legalized_action
0,0,0,XDL_XM3_XM4,0.0,0.0,0.0,"(599, 636, 180)","(959.5, 636.0, 180)"
1,0,1,XM5,0.0,0.0,0.0,"(599, 636, 180)","(599.0, 357.0, 180)"
2,0,2,XDP_XM1_XM2,-3108.035991145352,2918.0,36113.67793059633,"(599, 636, 180)","(599.0, 636.0, 180)"
3,1,0,XDL_XM3_XM4,0.0,0.0,0.0,"(599, 636, 180)","(959.5, 636.0, 180)"
4,1,1,XDP_XM1_XM2,0.0,0.0,0.0,"(599, 636, 180)","(599.0, 357.0, 180)"
5,1,2,XM5,-3166.8237199275627,2985.0,33059.8651282968,"(599, 636, 180)","(599.0, 636.0, 180)"
6,2,0,XDP_XM1_XM2,0.0,0.0,0.0,"(599, 636, 180)","(959.5, 357.0, 180)"
7,2,1,XM5,0.0,0.0,0.0,"(599, 636, 180)","(945.0, 636.0, 180)"
8,2,2,XDL_XM3_XM4,-2905.4051852605644,2725.0,32546.030868898575,"(599, 636, 180)","(599.0, 636.0, 180)"
9,3,0,XDP_XM1_XM2,0.0,0.0,0.0,"(599, 636, 180)","(959.5, 357.0, 180)"
10,3,1,XM5,0.0,0.0,0.0,"(599, 636, 180)","(945.0, 636.0, 180)"
11,3,2,XDL_XM3_XM4,-2905.4051852605644,2725.0,32546.030868898575,"(599, 636, 180)","(599.0, 636.0, 180)"
12,4,0,XDL_XM3_XM4,0.0,0.0,0.0,"(599, 636, 180)","(959.5, 636.0, 180)"
13,4,1,XM5,0.0,0.0,0.0,"(599, 636, 180)","(599.0, 357.0, 180)"
14,4,2,XDP_XM1_XM2,-3108.035991145352,2918.0,36113.67793059633,"(599, 636, 180)","(599.0, 636.0, 180)"
15,5,0,XDP_XM1_XM2,0.0,0.0,0.0,"(599, 636, 180)","(959.5, 357.0, 180)"
16,5,1,XM5,0.0,0.0,0.0,"(599, 636, 180)","(945.0, 636.0, 180)"
17,5,2,XDL_XM3_XM4,-2905.4051852605644,2725.0,32546.030868898575,"(599, 636, 180)","(599.0, 636.0, 180)"
18,6,0,XDP_XM1_XM2,0.0,0.0,0.0,"(599, 636, 180)","(959.5, 357.0, 180)"
19,6,1,XM5,0.0,0.0,0.0,"(599, 636, 180)","(945.0, 636.0, 180)"
20,6,2,XDL_XM3_XM4,-2905.4051852605644,2725.0,32546.030868898575,"(599, 636, 180)","(599.0, 636.0, 180)"
21,7,0,XDL_XM3_XM4,0.0,0.0,0.0,"(599, 636, 180)","(959.5, 636.0, 180)"
22,7,1,XDP_XM1_XM2,0.0,0.0,0.0,"(599, 636, 180)","(599.0, 357.0, 180)"
23,7,2,XM5,-3166.8237199275627,2985.0,33059.8651282968,"(599, 636, 180)","(599.0, 636.0, 180)"
24,8,0,XM5,0.0,0.0,0.0,"(599, 636, 180)","(599.0, 357.0, 180)"
25,8,1,XDL_XM3_XM4,0.0,0.0,0.0,"(599, 636, 180)","(959.5, 636.0, 180)"
26,8,2,XDP_XM1_XM2,-3108.035991145352,2918.0,36113.67793059633,"(599, 636, 180)","(599.0, 636.0, 180)"
27,9,0,XM5,0.0,0.0,0.0,"(599, 636, 180)","(599.0, 357.0, 180)"
28,9,1,XDL_XM3_XM4,0.0,0.0,0.0,"(599, 636, 180)","(959.5, 636.0, 180)"
29,9,2,XDP_XM1_XM2,-3108.035991145352,2918.0,36113.67793059633,"(599, 636, 180)","(599.0, 636.0, 180)"
30,10,0,XDL_XM3_XM4,0.0,0.0,0.0,"(599, 636, 180)","(959.5, 636.0, 180)"
31,10,1,XDP_XM1_XM2,0.0,0.0,0.0,"(599, 636, 180)","(599.0, 357.0, 180)"
32,10,2,XM5,-3166.8237199275627,2985.0,33059.8651282968,"(599, 636, 180)","(599.0, 636.0, 180)"
